index,Length,stNum,sqNum,attack,timeAllowedtoLive,numDatSetEntries,integer_1,integer_2,integer_3,integer_4,integer_5,integer_6,integer_7,integer_8,floatvalue_1,floatvalue_2,time_diff,time_from_start,sqNum_diff,stNum_diff,timestamp_diff,Length_diff,freq
14,185,1,14,0,3000,10,315,308,314,38103,38096,38108,30001169,18500112,49.98,0.87,1.064240426999998,14.906495734,1,0,0.0,0,0.9396372987060017
15,185,1,15,0,3000,10,315,313,315,38117,38112,38092,30000453,18499208,50.05,0.83,1.0636077450000023,15.970103479000002,1,0,0.0,0,0.9401962374766252
16,185,1,16,0,3000,10,306,315,305,38109,38110,38094,30001102,18500459,49.98,0.83,1.0459667780000004,17.016070257000003,1,0,0.0,0,0.9560533097543559
17,185,1,17,0,3000,10,305,315,309,38118,38118,38111,30001047,18501532,49.99,0.86,1.0546867559999988,18.070757013,1,0,0.0,0,0.9481488169933947
18,185,1,18,0,3000,10,308,315,312,38114,38117,38090,30000532,18500249,50.05,0.87,1.0520773649999988,19.122834378,1,0,0.0,0,0.950500441571615
19,185,1,19,0,3000,10,312,311,315,38091,38119,38090,30000084,18501965,49.95,0.83,1.0625937080000014,20.185428086,1,0,0.0,0,0.9410934701299762
20,185,1,20,0,3000,10,308,309,313,38101,38109,38100,29998332,18500151,49.99,0.85,1.0737720129999992,21.259200099,1,0,0.0,0,0.9312963905681538
21,185,1,21,0,3000,10,309,310,306,38097,38109,38095,30001764,18501303,49.96,0.86,1.0311225089999994,22.290322608,1,0,0.0,0,0.9698168658638027
22,185,1,22,0,3000,10,315,311,306,38109,38110,38098,30001629,18500871,49.99,0.86,1.0490631860000017,23.339385794,1,0,0.0,0,0.9532314290933458
23,185,1,23,0,3000,10,310,311,306,38117,38106,38119,29998535,18500374,49.99,0.83,1.0826429819999994,24.422028776,1,0,0.0,0,0.9236655265179565
24,185,1,24,0,3000,10,306,312,311,38094,38090,38120,29999277,18501687,49.96,0.85,1.042760826000002,25.464789602000003,1,0,0.0,0,0.9589926808393529
25,185,1,25,0,3000,10,313,314,314,38098,38098,38111,29998341,18501154,49.97,0.83,1.0620721859999946,26.526861788,1,0,0.0,0,0.9415555865051202
26,185,1,26,0,3000,10,309,313,308,38110,38114,38099,29999484,18498521,50.0,0.85,1.040475091000005,27.567336879000003,1,0,0.0,0,0.9610994137677009
27,185,1,27,0,3000,10,307,310,310,38117,38092,38105,30000765,18500942,50.04,0.87,1.0149749690000007,28.582311848000003,1,0,0.0,0,0.9852459721102731
28,185,1,28,0,3000,10,312,312,314,38112,38102,38099,30001656,18499349,49.96,0.87,1.1107410599999952,29.693052908,1,0,0.0,0,0.9002998412609365
29,185,1,29,0,3000,10,306,305,308,38110,38100,38117,30001753,18499413,50.05,0.87,1.0573638510000052,30.750416759000004,1,0,0.0,0,0.9457482389380409
30,185,1,30,0,3000,10,315,305,311,38098,38114,38105,30001171,18501602,49.96,0.86,1.067011205,31.817427964000004,1,0,0.0,0,0.9371972808851619
31,185,1,31,0,3000,10,308,309,315,38100,38110,38099,29999656,18499942,49.95,0.86,1.0631157949999943,32.880543759,1,0,0.0,0,0.9406313072415647
32,185,1,32,0,3000,10,308,306,306,38092,38105,38115,29999927,18500086,50.05,0.87,1.0546420400000045,33.935185799,1,0,0.0,0,0.9481890177637862
33,185,1,33,0,3000,10,313,314,313,38109,38112,38104,30001107,18501983,49.97,0.85,1.0609881079999963,34.996173907,1,0,0.0,0,0.9425176328178068
34,185,1,34,0,3000,10,313,314,315,38099,38095,38116,30001261,18499632,50.02,0.83,1.0315615670000042,36.027735474,1,0,0.0,0,0.9694040879287585
35,185,1,35,0,3000,10,310,306,312,38112,38104,38120,30001826,18498915,50.05,0.86,1.0599854509999955,37.087720925,1,0,0.0,0,0.9434091751510316
36,185,1,36,0,3000,10,314,307,312,38107,38092,38096,29998192,18498142,49.98,0.86,1.0557570900000002,38.143478015,1,0,0.0,0,0.9471875770211496
37,185,1,37,0,3000,10,315,309,314,38115,38094,38103,29999362,18500366,50.02,0.85,1.0793099859999984,39.222788001,1,0,0.0,0,0.926517879915179
38,185,1,38,0,3000,10,307,307,307,38110,38093,38103,29999022,18498414,49.95,0.84,1.0466532550000025,40.269441256,1,0,0.0,0,0.9554262552787816
39,185,1,39,0,3000,10,308,309,309,38102,38115,38091,30000876,18499285,50.04,0.85,1.0602451350000024,41.329686391,1,0,0.0,0,0.9431781075798077
40,185,1,40,0,3000,10,306,309,315,38091,38119,38100,29998655,18498836,50.0,0.83,1.6818093500000018,43.011495741000005,1,0,0.0,0,0.5945977170361189
41,185,1,41,0,3000,10,308,315,306,38102,38090,38102,30001439,18501266,50.01,0.87,0.4207355729999946,43.432231314,1,0,0.0,0,2.3767897562586486
42,185,1,42,0,3000,10,309,310,305,38095,38108,38110,29999308,18501546,50.05,0.84,1.0663392639999998,44.498570578,1,0,0.0,0,0.937787844601022
43,185,1,43,0,3000,10,308,313,312,38112,38115,38100,29999262,18501184,50.04,0.84,1.1784589770000051,45.677029555,1,0,0.0,0,0.84856581308048
44,185,1,44,0,3000,10,311,314,313,38105,38095,38117,29999857,18500392,50.03,0.87,1.0614813369999965,46.738510892,1,0,0.0,0,0.9420796816138496
45,185,1,45,0,3000,10,312,309,312,38114,38094,38119,30001588,18500789,50.04,0.87,1.0478210019999992,47.786331894,1,0,0.0,0,0.9543614778586017
46,185,1,46,0,3000,10,307,315,310,38103,38104,38103,29998359,18498245,49.98,0.87,1.0744426270000034,48.860774521,1,0,0.0,0,0.9307151213761337
47,185,1,47,0,3000,10,314,306,310,38112,38120,38107,30000041,18501315,50.02,0.83,1.031611712,49.892386233,1,0,0.0,0,0.9693569667421535
48,185,1,48,0,3000,10,310,310,310,38111,38109,38091,29998620,18499526,49.97,0.84,1.0877561159999942,50.980142349,1,0,0.0,0,0.9193237209065762
49,185,1,49,0,3000,10,305,308,312,38105,38099,38091,30001021,18500269,49.96,0.84,1.0723009820000016,52.052443331,1,0,0.0,0,0.9325739850903154
50,185,1,50,0,3000,10,307,308,309,38096,38105,38102,30001172,18498035,50.01,0.86,1.0547284790000049,53.10717181,1,0,0.0,0,0.948111310076795
51,185,1,51,0,3000,10,306,308,306,38094,38101,38107,30000771,18501015,50.01,0.86,1.0819397539999969,54.189111564,1,0,0.0,0,0.9242658810741905
52,185,1,52,0,3000,10,307,314,311,38116,38109,38118,29999970,18498355,49.97,0.85,1.0737602000000024,55.262871764,1,0,0.0,0,0.9313066362489482
53,185,1,53,0,3000,10,310,308,309,38093,38101,38096,29998361,18500653,49.98,0.87,1.0956689199999945,56.358540684,1,0,0.0,0,0.9126844631131866
54,185,1,54,0,3000,10,306,308,305,38102,38096,38092,29998287,18498651,49.98,0.85,1.0522020980000093,57.41074278200001,1,0,0.0,0,0.9503877647656915
55,185,1,55,0,3000,10,306,309,314,38098,38105,38093,30001405,18500285,49.97,0.86,1.0362402259999897,58.446983008,1,0,0.0,0,0.9650271963096035
56,185,1,56,0,3000,10,305,313,308,38090,38107,38095,29999774,18501994,49.96,0.86,1.0542221200000057,59.501205128,1,0,0.0,0,0.9485667024326853
57,185,1,57,0,3000,10,312,314,305,38103,38095,38094,30001946,18498439,50.03,0.85,1.0521061190000012,60.553311247,1,0,0.0,0,0.9504744644489601
58,185,1,58,0,3000,10,306,314,311,38111,38103,38119,29998509,18501479,50.05,0.85,1.0513837949999925,61.604695042,1,0,0.0,0,0.951127461499449
59,185,1,59,0,3000,10,314,306,314,38098,38115,38099,29998587,18500332,49.97,0.85,1.0718901160000058,62.676585158,1,0,0.0,0,0.9329314498502145
60,185,1,60,0,3000,10,313,309,309,38114,38117,38098,30000589,18499180,50.03,0.83,1.0444664139999986,63.721051572,1,0,0.0,0,0.9574266693462116
61,185,1,61,0,3000,10,311,313,312,38090,38100,38116,29998452,18501943,49.97,0.86,1.0510247299999946,64.77207630199999,1,0,0.0,0,0.9514523982704052
62,185,1,62,0,3000,10,314,314,313,38094,38117,38117,29999857,18499520,49.95,0.85,1.0843089500000076,65.856385252,1,0,0.0,0,0.9222463763671719
63,185,1,63,0,3000,10,311,314,313,38109,38101,38119,30001549,18500624,49.98,0.87,1.0636357660000044,66.920021018,1,0,0.0,0,0.9401714684348024
64,185,1,64,0,3000,10,312,305,308,38116,38112,38113,29999896,18499698,50.0,0.85,1.1249244750000005,68.044945493,1,0,0.0,0,0.8889485669693511
65,185,1,65,0,3000,10,309,309,308,38107,38117,38119,30001657,18498144,50.02,0.85,1.025714813999997,69.070660307,1,0,0.0,0,0.9749298599873814
66,185,1,66,0,3000,10,314,308,305,38111,38115,38120,30000036,18499213,50.02,0.85,1.0771267509999944,70.14778705799999,1,0,0.0,0,0.9283958448451951
67,185,1,67,0,3000,10,314,314,306,38111,38107,38097,30000174,18499078,49.99,0.86,1.0727464109999971,71.22053346899999,1,0,0.0,0,0.9321867589077422
68,185,1,68,0,3000,10,307,307,315,38100,38092,38112,30000881,18499144,49.98,0.83,1.0846759020000007,72.30520937099999,1,0,0.0,0,0.9219343751955128
69,185,1,69,0,3000,10,315,308,311,38116,38095,38117,29998210,18499112,49.97,0.85,1.0570922510000005,73.36230162199999,1,0,0.0,0,0.9459912311853657
70,185,1,70,0,3000,10,312,307,310,38099,38102,38094,30000892,18498830,49.98,0.85,1.0441931889999978,74.40649481099999,1,0,0.0,0,0.9576771909015029
71,185,1,71,0,3000,10,315,308,312,38115,38096,38101,29999887,18501656,49.98,0.86,1.0815246620000067,75.488019473,1,0,0.0,0,0.9246206167418805
72,185,1,72,0,3000,10,309,307,315,38093,38097,38092,29998596,18498573,50.03,0.84,1.0580532019999964,76.54607267499999,1,0,0.0,0,0.9451320577356028
73,185,1,73,0,3000,10,313,315,312,38117,38094,38100,29999544,18499910,49.96,0.87,1.0765130990000102,77.622585774,1,0,0.0,0,0.9289250645708961
74,185,1,74,0,3000,10,308,314,309,38100,38097,38107,30001385,18501397,49.95,0.85,1.0736348959999873,78.69622066999999,1,0,0.0,0,0.9314153291083153
75,185,1,75,0,3000,10,312,306,310,38096,38096,38110,30000755,18500383,50.0,0.83,1.073906590000007,79.77012726,1,0,0.0,0,0.9311796848178326
76,185,1,76,0,3000,10,305,309,314,38120,38103,38112,29999686,18499031,50.02,0.83,1.0788216979999987,80.848948958,1,0,0.0,0,0.9269372333295444
77,185,1,77,0,3000,10,314,308,312,38107,38100,38101,30000122,18501411,50.03,0.83,1.0903642749999989,81.939313233,1,0,0.0,0,0.9171246921126438
78,185,1,78,0,3000,10,314,311,314,38117,38119,38113,29998031,18499771,49.96,0.85,1.027727286000001,82.967040519,1,0,0.0,0,0.9730207746960597
79,185,1,79,0,3000,10,311,313,306,38117,38107,38096,29998910,18499771,50.05,0.87,1.061983448999996,84.02902396799999,1,0,0.0,0,0.9416342608179422
80,185,1,80,0,3000,10,311,311,310,38102,38096,38094,29999495,18499608,50.03,0.87,1.080394233000007,85.109418201,1,0,0.0,0,0.9255880580028916
81,185,1,81,0,3000,10,314,305,310,38120,38093,38113,29998167,18501476,50.02,0.85,1.0339900270000015,86.143408228,1,0,0.0,0,0.9671273164030223
82,185,1,82,0,3000,10,306,311,306,38109,38120,38108,30001708,18499716,49.98,0.83,1.0417066629999994,87.185114891,1,0,0.0,0,0.9599631407944643
83,185,1,83,0,3000,10,305,312,313,38101,38097,38096,30000230,18500945,49.96,0.86,1.0714799200000016,88.256594811,1,0,0.0,0,0.9332886051658332
84,185,1,84,0,3000,10,310,312,312,38099,38097,38094,29999033,18498577,49.96,0.83,1.056420799999998,89.313015611,1,0,0.0,0,0.9465924942030695
85,185,1,85,0,3000,10,308,313,313,38109,38106,38091,30001871,18501361,50.02,0.84,1.079134897000003,90.392150508,1,0,0.0,0,0.9266682068942463
86,185,1,86,0,3000,10,314,309,306,38091,38118,38108,30001962,18499259,49.98,0.83,1.0517374119999945,91.44388792,1,0,0.0,0,0.9508076717537222
87,185,1,87,0,3000,10,314,315,314,38112,38112,38117,30000804,18499117,49.96,0.84,1.0483196619999973,92.492207582,1,0,0.0,0,0.9539075114666719
88,185,1,88,0,3000,10,315,309,307,38108,38120,38102,30000711,18499385,50.03,0.86,1.099323345000002,93.591530927,1,0,0.0,0,0.9096504723093989
89,185,1,89,0,3000,10,312,311,312,38112,38104,38107,30001141,18501882,49.99,0.87,1.044273511,94.635804438,1,0,0.0,0,0.9576035295986742
90,185,1,90,0,3000,10,307,315,308,38092,38110,38101,30000168,18499824,50.04,0.85,1.1699541990000029,95.805758637,1,0,0.0,0,0.8547343142618163
91,185,1,91,0,3000,10,306,306,307,38092,38106,38099,30000100,18501944,50.01,0.83,1.0373336819999963,96.843092319,1,0,0.0,0,0.9640099587550108
92,185,1,92,0,3000,10,309,310,306,38104,38111,38117,29998300,18501326,50.04,0.87,1.0494199809999998,97.8925123,1,0,0.0,0,0.9529073374866495
93,185,1,93,0,3000,10,310,308,312,38091,38103,38111,30001785,18501002,50.05,0.86,1.0208323370000016,98.913344637,1,0,0.0,0,0.9795927928172581
94,185,1,94,0,3000,10,310,312,309,38116,38114,38120,30000428,18501143,49.98,0.83,1.0887528180000032,100.002097455,1,0,0.0,0,0.9184821232765774
95,185,1,95,0,3000,10,309,307,309,38103,38105,38092,30000449,18498673,50.04,0.86,1.0693682599999903,101.071465715,1,0,0.0,0,0.9351315514077527
96,185,1,96,0,3000,10,309,311,309,38092,38116,38106,30000252,18501101,50.04,0.87,1.0737955530000107,102.145261268,1,0,0.0,0,0.931275974468475
97,185,1,97,0,3000,10,315,308,311,38119,38120,38096,30000853,18501333,49.96,0.85,1.0830800720000011,103.22834134,1,0,0.0,0,0.9232927701766439
98,185,1,98,0,3000,10,305,309,310,38116,38097,38116,29999672,18499354,50.01,0.87,1.0503878439999994,104.278729184,1,0,0.0,0,0.9520292963329463
99,185,1,99,0,3000,10,308,312,307,38117,38091,38091,30001399,18500041,49.97,0.86,1.061499997999988,105.340229182,1,0,0.0,0,0.9420631200038979
100,185,1,100,0,3000,10,310,309,307,38112,38120,38106,30000456,18498022,50.03,0.83,1.0684041800000017,106.408633362,1,0,0.0,0,0.9359753721667379
101,185,1,101,0,3000,10,308,313,310,38102,38113,38098,29999031,18498838,50.03,0.85,1.0273867760000002,107.436020138,1,0,0.0,0,0.9733432660028708
102,185,1,102,0,3000,10,305,305,313,38109,38108,38115,29998402,18498132,50.03,0.83,1.0454139870000034,108.481434125,1,0,0.0,0,0.9565588488725631
103,185,1,103,0,3000,10,311,306,314,38104,38103,38111,30001549,18498451,49.95,0.86,1.1148007240000055,109.596234849,1,0,0.0,0,0.89702130476908
104,185,1,104,0,3000,10,305,312,310,38109,38092,38093,30001465,18501845,49.96,0.84,1.0540463059999894,110.650281155,1,0,0.0,0,0.9487249225272747
105,185,1,105,0,3000,10,305,308,307,38093,38107,38110,29999522,18500776,50.02,0.86,1.0388955280000118,111.689176683,1,0,0.0,0,0.9625606935907309
106,185,1,106,0,3000,10,308,309,310,38113,38099,38093,29999621,18498974,49.97,0.86,1.0373418060000006,112.726518489,1,0,0.0,0,0.9640024090574437
107,185,1,107,0,3000,10,311,312,309,38112,38113,38105,29999858,18500517,50.05,0.87,1.0609883779999905,113.787506867,1,0,0.0,0,0.9425173929662112
108,185,1,108,0,3000,10,313,306,312,38114,38112,38099,30001795,18500054,50.05,0.86,1.0520146510000077,114.839521518,1,0,0.0,0,0.9505571039808577
109,185,1,109,0,3000,10,308,315,308,38094,38116,38091,30001752,18500981,50.05,0.83,1.1076879719999937,115.94720949,1,0,0.0,0,0.9027813114142993
110,185,1,110,0,3000,10,309,311,313,38114,38112,38119,29999034,18498373,50.05,0.84,1.0430062260000028,116.990215716,1,0,0.0,0,0.9587670476666909
111,185,1,111,0,3000,10,309,305,313,38107,38102,38109,30001523,18499854,50.04,0.83,1.0602523630000036,118.050468079,1,0,0.0,0,0.9431716777036757
112,185,1,112,0,3000,10,312,309,311,38105,38112,38114,30001299,18499265,49.99,0.87,1.069560844999998,119.120028924,1,0,0.0,0,0.934963171730545
113,185,1,113,0,3000,10,312,315,309,38093,38090,38113,29998726,18499469,50.01,0.85,1.028183858999995,120.148212783,1,0,0.0,0,0.9725886972905736
114,185,1,114,0,3000,10,311,305,306,38095,38112,38119,30000963,18501762,50.04,0.83,1.0094146240000017,121.157627407,1,0,0.0,0,0.9906731844614115
115,185,1,115,0,3000,10,310,315,312,38090,38102,38095,29999112,18501205,50.01,0.86,1.0710167780000148,122.228644185,1,0,0.0,0,0.9336921890872434
116,185,1,116,0,3000,10,308,308,308,38105,38090,38103,29999629,18499257,49.97,0.83,1.062345112999992,123.290989298,1,0,0.0,0,0.9413136915329394
117,185,1,117,0,3000,10,315,308,307,38093,38094,38101,30000343,18501939,49.99,0.87,1.0316828720000046,124.32267217,1,0,0.0,0,0.9692901056517642
118,185,1,118,0,3000,10,308,310,309,38097,38119,38111,30001820,18499309,50.03,0.86,1.0894399239999757,125.41211209399998,1,0,0.0,0,0.9179028397714772
119,185,1,119,0,3000,10,313,310,308,38091,38120,38115,29999763,18498087,49.95,0.85,2.861254935000005,128.27336702899998,1,0,0.0,0,0.3494969944018631
120,185,1,120,0,3000,10,309,306,314,38117,38103,38106,29999270,18501786,50.05,0.86,1.0359852699999976,129.30935229899998,1,0,0.0,0,0.965264689525945
121,185,1,121,0,3000,10,310,314,315,38108,38092,38116,29999200,18498316,50.01,0.84,1.0556161660000214,130.364968465,1,0,0.0,0,0.9473140258823771
122,185,1,122,0,3000,10,310,313,305,38092,38106,38110,30000659,18500281,50.04,0.86,1.0789351929999782,131.44390365799998,1,0,0.0,0,0.9268397272495126
123,185,1,123,0,3000,10,313,313,308,38105,38105,38109,30001595,18501966,50.0,0.87,1.0508980050000218,132.494801663,1,0,0.0,0,0.9515671313887205
124,185,1,124,0,3000,10,309,313,309,38112,38101,38097,30001149,18500913,49.98,0.87,1.0724199649999946,133.567221628,1,0,0.0,0,0.9324705177416247
125,185,1,125,0,3000,10,311,315,309,38091,38094,38091,29998750,18500831,49.99,0.85,1.0419636689999834,134.60918529699998,1,0,0.0,0,0.959726360670274
126,185,1,126,0,3000,10,314,308,308,38109,38106,38103,30001343,18499960,49.98,0.85,1.0647017680000204,135.673887065,1,0,0.0,0,0.9392301488128841
127,185,1,127,0,3000,10,315,310,314,38095,38113,38098,29999753,18501076,50.05,0.84,1.1050263479999956,136.778913413,1,0,0.0,0,0.9049557974883726
128,186,1,128,0,3000,10,311,309,305,38111,38095,38091,29998999,18499759,50.03,0.84,1.045523750000001,137.824437163,1,0,0.0,1,0.9564584257411647
129,186,1,129,0,3000,10,308,315,312,38119,38117,38092,30001534,18499661,49.96,0.84,1.057563479999999,138.882000643,1,0,0.0,0,0.9455697165337074
130,186,1,130,0,3000,10,313,313,305,38105,38096,38094,30001004,18499022,50.01,0.87,1.0672718520000046,139.949272495,1,0,0.0,0,0.9369684004371134
131,186,1,131,0,3000,10,305,312,315,38107,38108,38100,30001959,18498775,49.96,0.87,1.0460491879999836,140.995321683,1,0,0.0,0,0.9559779898228034
132,186,1,132,0,3000,10,307,307,305,38117,38096,38090,30000624,18498479,50.04,0.83,1.119322005000015,142.114643688,1,0,0.0,0,0.8933979637074915
133,186,1,133,0,3000,10,311,306,308,38095,38110,38104,29998615,18498784,49.98,0.83,1.048646155,143.163289843,1,0,0.0,0,0.9536105150740767
134,186,1,134,0,3000,10,315,305,306,38119,38094,38094,29998711,18498672,49.95,0.83,1.059315199999986,144.222605043,1,0,0.0,0,0.9440060899721002
135,186,1,135,0,3000,10,307,312,305,38103,38098,38112,29998172,18498293,50.03,0.83,1.1034219340000109,145.326026977,1,0,0.0,0,0.9062716347996669
136,186,1,136,0,3000,10,311,310,306,38102,38092,38120,30001062,18498158,49.98,0.85,1.0471050040000025,146.373131981,1,0,0.0,0,0.9550140589338618
137,186,1,137,0,3000,10,307,309,307,38091,38102,38095,29999263,18498551,49.99,0.83,1.0727128739999898,147.445844855,1,0,0.0,0,0.9322159025379698
138,186,1,138,0,3000,10,306,313,313,38097,38105,38106,30001995,18498000,50.04,0.84,1.051987808000007,148.497832663,1,0,0.0,0,0.9505813588288216
139,186,1,139,0,3000,10,305,305,305,38104,38110,38112,29998531,18500682,49.98,0.87,1.1170042580000086,149.614836921,1,0,0.0,0,0.8952517350206846
140,186,1,140,0,3000,10,307,310,309,38104,38102,38119,30001687,18501262,50.01,0.86,1.0778555279999864,150.692692449,1,0,0.0,0,0.9277681229278927
141,186,1,141,0,3000,10,314,309,312,38117,38095,38091,29999741,18499846,49.98,0.83,1.0477045599999997,151.740397009,1,0,0.0,0,0.9544675456981884
142,186,1,142,0,3000,10,313,312,306,38102,38105,38100,30001796,18501313,50.03,0.87,1.0668241349999903,152.80722114399998,1,0,0.0,0,0.9373616205261508
143,186,1,143,0,3000,10,312,305,306,38100,38107,38091,29998979,18498080,49.97,0.85,1.0644270829999982,153.87164822699998,1,0,0.0,0,0.9394725256159249
144,186,1,144,0,3000,10,306,307,308,38097,38097,38113,29999386,18500933,50.05,0.86,1.0815041750000205,154.953152402,1,0,0.0,0,0.9246381318869907
145,186,1,145,0,3000,10,310,313,315,38109,38098,38098,30001665,18501718,50.05,0.86,1.0692823480000015,156.02243475,1,0,0.0,0,0.935206684998038
146,186,1,146,0,3000,10,312,315,305,38101,38105,38105,30001359,18499545,50.05,0.87,1.0481185829999902,157.070553333,1,0,0.0,0,0.9540905163018271
147,186,1,147,0,3000,10,314,307,315,38108,38111,38105,29999126,18498824,50.0,0.84,1.06818750299999,158.13874083599998,1,0,0.0,0,0.936165230534446
148,186,1,148,0,3000,10,309,309,307,38116,38094,38111,30000117,18498066,49.97,0.85,1.0523423690000016,159.19108320499998,1,0,0.0,0,0.9502610837101043
149,186,1,149,0,3000,10,313,308,309,38104,38097,38099,30001378,18499762,49.96,0.87,1.0439918030000117,160.235075008,1,0,0.0,0,0.9578619268143705
150,186,1,150,0,3000,10,314,312,311,38108,38115,38114,30000506,18500501,49.99,0.84,1.0923287210000012,161.327403729,1,0,0.0,0,0.9154753333634984
151,186,1,151,0,3000,10,305,313,306,38095,38105,38090,29999769,18500350,49.97,0.87,1.0576949729999967,162.385098702,1,0,0.0,0,0.9454521629838578
152,186,1,152,0,3000,10,314,308,314,38113,38097,38112,30000388,18501946,50.01,0.85,1.0759303780000096,163.46102908,1,0,0.0,0,0.929428167888379
153,186,1,153,0,3000,10,315,311,310,38102,38111,38096,30001743,18499541,49.98,0.86,1.0824988569999905,164.543527937,1,0,0.0,0,0.9237885042866228
154,186,1,154,0,3000,10,313,314,311,38117,38118,38094,30001689,18498437,50.03,0.87,1.060938249000003,165.604466186,1,0,0.0,0,0.9425619266178396
155,186,1,155,0,3000,10,309,306,310,38119,38113,38108,30000515,18501334,50.0,0.86,1.060543650999989,166.665009837,1,0,0.0,0,0.9429126269881468
156,186,1,156,0,3000,10,312,314,315,38095,38118,38119,30001326,18498228,50.02,0.87,1.0726757540000165,167.737685591,1,0,0.0,0,0.9322481619175151
157,186,1,157,0,3000,10,307,308,307,38116,38107,38118,30000363,18501985,50.03,0.84,1.0407999389999816,168.77848552999998,1,0,0.0,0,0.9607994413996768
158,186,1,158,0,3000,10,311,312,309,38115,38100,38099,30001549,18501252,50.02,0.84,1.045380214000005,169.823865744,1,0,0.0,0,0.9565897523290939
159,186,1,159,0,3000,10,314,306,310,38093,38107,38095,30001174,18500179,50.04,0.83,1.0432894260000012,170.86715517,1,0,0.0,0,0.9585067911921872
160,186,1,160,0,3000,10,310,313,307,38096,38111,38100,30000578,18499793,49.95,0.87,1.0546961790000182,171.921851349,1,0,0.0,0,0.948140345922295
161,186,1,161,0,3000,10,307,310,313,38120,38092,38110,29998116,18498987,49.97,0.84,1.077743929999997,172.999595279,1,0,0.0,0,0.9278641912648052
162,186,1,162,0,3000,10,305,314,307,38116,38097,38110,29999072,18498716,50.0,0.85,1.0688485350000008,174.068443814,1,0,0.0,0,0.9355862568497596
163,186,1,163,0,3000,10,311,306,305,38101,38117,38113,30000456,18500242,50.05,0.84,1.0690606679999917,175.137504482,1,0,0.0,0,0.935400609088733
164,186,1,164,0,3000,10,308,311,307,38103,38113,38120,29999393,18501515,50.02,0.87,1.067605389999983,176.20510987199998,1,0,0.0,0,0.9366756756445526
165,186,1,165,0,3000,10,311,309,314,38119,38106,38095,29998029,18501152,50.01,0.84,1.1011457300000131,177.306255602,1,0,0.0,0,0.9081450100160567
166,186,1,166,0,3000,10,314,315,315,38096,38114,38107,29998102,18498319,50.03,0.84,1.016701046999998,178.322956649,1,0,0.0,0,0.9835732961530057
167,186,1,167,0,3000,10,310,308,305,38110,38106,38097,30001880,18500460,49.97,0.84,1.0748657940000044,179.397822443,1,0,0.0,0,0.9303487054682438
168,186,1,168,0,3000,10,314,315,310,38116,38111,38104,30001233,18500799,50.05,0.87,1.0862566639999898,180.484079107,1,0,0.0,0,0.9205927412381881
169,186,1,169,0,3000,10,314,310,306,38115,38090,38100,29999122,18501026,49.97,0.84,1.0359892150000007,181.520068322,1,0,0.0,0,0.9652610138417312
170,186,1,170,0,3000,10,306,305,307,38095,38102,38103,30001825,18500596,50.02,0.85,1.0852105700000152,182.605278892,1,0,0.0,0,0.9214801510825553
