index,Length,stNum,sqNum,attack,timeAllowedtoLive,numDatSetEntries,boolean_1,boolean_2,boolean_3,boolean_4,integer_1,time_diff,time_from_start,sqNum_diff,stNum_diff,timestamp_diff,boolean_1_diff,boolean_2_diff,boolean_3_diff,boolean_4_diff,Length_diff,freq
18,128,1,18,0,2000,5,True,True,True,True,1,1.0525305699999985,19.135219778,1,0,0.0,0,0,0,0,0,0.9500911693234729
19,128,1,19,0,2000,5,True,True,True,True,1,1.0782012600000002,20.213421038,1,0,0.0,0,0,0,0,0,0.9274706282572883
20,128,1,20,0,2000,5,True,True,True,True,1,1.062267049999999,21.275688088,1,0,0.0,0,0,0,0,0,0.9413828660128363
21,128,1,21,0,2000,5,True,True,True,True,1,1.0353536500000011,22.311041738,1,0,0.0,0,0,0,0,0,0.9658535515859715
22,128,1,22,0,2000,5,True,True,True,True,1,1.036066439999999,23.347108178,1,0,0.0,0,0,0,0,0,0.9651890664463574
23,128,1,23,0,2000,5,True,True,True,True,1,1.0614505700000016,24.408558748,1,0,0.0,0,0,0,0,0,0.942106988552466
24,128,1,24,0,2000,5,True,True,True,True,1,1.069425780000003,25.477984528000004,1,0,0.0,0,0,0,0,0,0.9350812545401674
25,128,1,25,0,2000,5,True,True,True,True,1,1.0575512599999968,26.535535788,1,0,0.0,0,0,0,0,0,0.9455806425874838
26,128,1,26,0,2000,5,True,True,True,True,1,1.0650820799999965,27.600617868,1,0,0.0,0,0,0,0,0,0.9388947751332022
27,128,1,27,0,2000,5,True,True,True,True,1,0.9938476100000032,28.594465478,1,0,0.0,0,0,0,0,0,1.0061904762240126
28,128,1,28,0,2000,5,True,True,True,True,1,1.0570023200000025,29.651467798,1,0,0.0,0,0,0,0,0,0.9460717172314226
29,128,1,29,0,2000,5,True,True,True,True,1,1.106170249999998,30.757638048,1,0,0.0,0,0,0,0,0,0.9040199734172943
30,128,1,30,0,2000,5,True,True,True,True,1,1.0702060899999992,31.827844138,1,0,0.0,0,0,0,0,0,0.9343994669288423
31,128,1,31,0,2000,5,True,True,True,True,1,1.0598752100000013,32.887719348000005,1,0,0.0,0,0,0,0,0,0.9435073021473903
32,128,1,32,0,2000,5,True,True,True,True,1,1.064892999999998,33.952612348,1,0,0.0,0,0,0,0,0,0.9390614831724894
33,128,1,33,0,2000,5,True,True,True,True,1,1.0530053399999986,35.005617688,1,0,0.0,0,0,0,0,0,0.9496628003804818
34,128,1,34,0,2000,5,True,True,True,True,1,1.0443720000000027,36.049989688,1,0,0.0,0,0,0,0,0,0.9575132232576107
35,128,1,35,0,2000,5,True,True,True,True,1,1.0424571400000031,37.09244682800001,1,0,0.0,0,0,0,0,0,0.9592720521824015
36,128,1,36,0,2000,5,True,True,True,True,1,1.0628561199999993,38.155302948,1,0,0.0,0,0,0,0,0,0.9408611205061327
37,128,1,37,0,2000,5,True,True,True,True,1,1.0633213999999995,39.218624348000006,1,0,0.0,0,0,0,0,0,0.9404494257333675
38,128,1,38,0,2000,5,True,True,True,True,1,1.0570479599999985,40.275672308,1,0,0.0,0,0,0,0,0,0.9460308688358866
39,128,1,39,0,2000,5,True,True,True,True,1,1.05438599,41.330058298,1,0,0.0,0,0,0,0,0,0.9484192785983432
40,128,1,40,0,2000,5,True,True,True,True,1,1.7147107099999983,43.044769008,1,0,0.0,0,0,0,0,0,0.5831887525797287
41,128,1,41,0,2000,5,True,True,True,True,1,0.3707561300000037,43.41552513800001,1,0,0.0,0,0,0,0,0,2.697190738289317
42,128,1,42,0,2000,5,True,True,True,True,1,1.1130260300000003,44.52855116800001,1,0,0.0,0,0,0,0,0,0.8984515842814563
43,128,1,43,0,2000,5,True,True,True,True,1,1.1544424800000002,45.68299364800001,1,0,0.0,0,0,0,0,0,0.8662189908327004
44,128,1,44,0,2000,5,True,True,True,True,1,1.060981219999995,46.743974868,1,0,0.0,0,0,0,0,0,0.9425237517399268
45,128,1,45,0,2000,5,True,True,True,True,1,1.053844050000002,47.797818918,1,0,0.0,0,0,0,0,0,0.9489070038398928
46,128,1,46,0,2000,5,True,True,True,True,1,1.0579991899999968,48.855818108,1,0,0.0,0,0,0,0,0,0.9451803077467413
47,128,1,47,0,2000,5,True,True,True,True,1,1.050079100000005,49.905897208,1,0,0.0,0,0,0,0,0,0.9523092117536625
48,128,1,48,0,2000,5,True,True,True,True,1,1.0841299099999944,50.990027118,1,0,0.0,0,0,0,0,0,0.9223986819070468
49,128,1,49,0,2000,5,True,True,True,True,1,1.0790160800000024,52.069043198,1,0,0.0,0,0,0,0,0,0.9267702479466272
50,128,1,50,0,2000,5,True,True,True,True,1,1.052022319999999,53.121065518,1,0,0.0,0,0,0,0,0,0.9505501746388813
51,128,1,51,0,2000,5,True,True,True,True,1,1.0711160100000043,54.192181528000006,1,0,0.0,0,0,0,0,0,0.9336056885192071
52,128,1,52,0,2000,5,True,True,True,True,1,1.0614067200000008,55.253588248,1,0,0.0,0,0,0,0,0,0.9421459099109522
53,128,1,53,0,2000,5,True,True,True,True,1,1.1230009399999972,56.376589188,1,0,0.0,0,0,0,0,0,0.8904712047703206
54,128,1,54,0,2000,5,True,True,True,True,1,1.043353879999998,57.419943068,1,0,0.0,0,0,0,0,0,0.9584475786873021
55,128,1,55,0,2000,5,True,True,True,True,1,1.0448252999999994,58.464768368,1,0,0.0,0,0,0,0,0,0.957097803814667
56,128,1,56,0,2000,5,True,True,True,True,1,1.0472231399999998,59.511991508,1,0,0.0,0,0,0,0,0,0.9549063249309027
57,128,1,57,0,2000,5,True,True,True,True,1,1.0702016900000046,60.582193198,1,0,0.0,0,0,0,0,0,0.9344033085950328
58,128,1,58,0,2000,5,True,True,True,True,1,1.026056909999994,61.60825010799999,1,0,0.0,0,0,0,0,0,0.9746048101756907
59,128,1,59,0,2000,5,True,True,True,True,1,1.075129259999997,62.68337936799999,1,0,0.0,0,0,0,0,0,0.9301207186938645
60,128,1,60,0,2000,5,True,True,True,True,1,1.0361735600000088,63.719552928,1,0,0.0,0,0,0,0,0,0.9650892848491439
61,128,1,61,0,2000,5,True,True,True,True,1,1.0707101099999932,64.79026303799999,1,0,0.0,0,0,0,0,0,0.9339596130272894
62,128,1,62,0,2000,5,True,True,True,True,1,1.099402260000005,65.889665298,1,0,0.0,0,0,0,0,0,0.9095851776764543
63,128,1,63,0,2000,5,True,True,True,True,1,1.0564509600000065,66.946116258,1,0,0.0,0,0,0,0,0,0.9465654704880896
64,128,1,64,0,2000,5,True,True,True,True,1,1.1182084299999957,68.064324688,1,0,0.0,0,0,0,0,0,0.894287659770195
65,128,1,65,0,2000,5,True,True,True,True,1,1.0396149500000007,69.103939638,1,0,0.0,0,0,0,0,0,0.961894593762815
66,128,1,66,0,2000,5,True,True,True,True,1,1.0402439899999931,70.144183628,1,0,0.0,0,0,0,0,0,0.9613129319785896
67,128,1,67,0,2000,5,True,True,True,True,1,1.0703007900000046,71.214484418,1,0,0.0,0,0,0,0,0,0.9343167914507432
68,128,1,68,0,2000,5,True,True,True,True,1,1.119373600000003,72.333858018,1,0,0.0,0,0,0,0,0,0.8933567845444964
69,128,1,69,0,2000,5,True,True,True,True,1,1.0393882599999955,73.373246278,1,0,0.0,0,0,0,0,0,0.9621043824374198
70,128,1,70,0,2000,5,True,True,True,True,1,1.0500736599999954,74.42331993799999,1,0,0.0,0,0,0,0,0,0.9523141452762508
71,128,1,71,0,2000,5,True,True,True,True,1,1.0603683100000012,75.48368824799999,1,0,0.0,0,0,0,0,0,0.9430685456829607
72,128,1,72,0,2000,5,True,True,True,True,1,1.0811726499999992,76.56486089799999,1,0,0.0,0,0,0,0,0,0.9249216579794177
73,128,1,73,0,2000,5,True,True,True,True,1,1.0781837800000034,77.643044678,1,0,0.0,0,0,0,0,0,0.9274856648279358
74,128,1,74,0,2000,5,True,True,True,True,1,1.0736788800000028,78.716723558,1,0,0.0,0,0,0,0,0,0.9313771730333351
75,128,1,75,0,2000,5,True,True,True,True,1,1.048980119999996,79.765703678,1,0,0.0,0,0,0,0,0,0.9533069130042272
76,128,1,76,0,2000,5,True,True,True,True,1,1.093683470000002,80.859387148,1,0,0.0,0,0,0,0,0,0.9143413313177332
77,128,1,77,0,2000,5,True,True,True,True,1,1.0952395300000006,81.954626678,1,0,0.0,0,0,0,0,0,0.9130422821754794
78,128,1,78,0,2000,5,True,True,True,True,1,1.0381012600000048,82.992727938,1,0,0.0,0,0,0,0,0,0.9632971642862618
79,128,1,79,0,2000,5,True,True,True,True,1,1.0339254399999902,84.02665337799999,1,0,0.0,0,0,0,0,0,0.9671877306742829
80,128,1,80,0,2000,5,True,True,True,True,1,1.0503208200000105,85.076974198,1,0,0.0,0,0,0,0,0,0.952090048067399
81,128,1,81,0,2000,5,True,True,True,True,1,1.0829674299999963,86.159941628,1,0,0.0,0,0,0,0,0,0.9233888040381819
82,128,1,82,0,2000,5,True,True,True,True,1,1.0387105399999967,87.198652168,1,0,0.0,0,0,0,0,0,0.9627321197684228
83,128,1,83,0,2000,5,True,True,True,True,1,1.0912223600000033,88.289874528,1,0,0.0,0,0,0,0,0,0.9164035091802893
84,128,1,84,0,2000,5,True,True,True,True,1,1.028300439999995,89.318174968,1,0,0.0,0,0,0,0,0,0.9724784324705772
85,128,1,85,0,2000,5,True,True,True,True,1,1.0729969100000003,90.391171878,1,0,0.0,0,0,0,0,0,0.9319691330704761
86,128,1,86,0,2000,5,True,True,True,True,1,1.0859842300000082,91.477156108,1,0,0.0,0,0,0,0,0,0.9208236845207157
87,128,1,87,0,2000,5,True,True,True,True,1,1.0235451799999993,92.500701288,1,0,0.0,0,0,0,0,0,0.9769964428927316
88,128,1,88,0,2000,5,True,True,True,True,1,1.103638509999996,93.604339798,1,0,0.0,0,0,0,0,0,0.906093789713811
89,128,1,89,0,2000,5,True,True,True,True,1,1.025004800000005,94.629344598,1,0,0.0,0,0,0,0,0,0.9756051874098494
90,128,1,90,0,2000,5,True,True,True,True,1,1.0708179999999885,95.700162598,1,0,0.0,0,0,0,0,0,0.9338655121598729
91,128,1,91,0,2000,5,True,True,True,True,1,1.154773700000007,96.854936298,1,0,0.0,0,0,0,0,0,0.8659705360452823
92,128,1,92,0,2000,5,True,True,True,True,1,1.0488844999999998,97.903820798,1,0,0.0,0,0,0,0,0,0.953393819815242
93,128,1,93,0,2000,5,True,True,True,True,1,1.0326756999999986,98.936496498,1,0,0.0,0,0,0,0,0,0.96835821739584
94,128,1,94,0,2000,5,True,True,True,True,1,1.046209099999999,99.982705598,1,0,0.0,0,0,0,0,0,0.9558318695564788
95,128,1,95,0,2000,5,True,True,True,True,1,1.1220366000000013,101.104742198,1,0,0.0,0,0,0,0,0,0.8912365247265542
96,128,1,96,0,2000,5,True,True,True,True,1,1.0457123000000053,102.150454498,1,0,0.0,0,0,0,0,0,0.9562859689036793
97,128,1,97,0,2000,5,True,True,True,True,1,1.0656838999999962,103.216138398,1,0,0.0,0,0,0,0,0,0.9383645563191895
98,128,1,98,0,2000,5,True,True,True,True,1,1.0958664000000056,104.312004798,1,0,0.0,0,0,0,0,0,0.9125199933130489
99,128,1,99,0,2000,5,True,True,True,True,1,1.0444874999999882,105.356492298,1,0,0.0,0,0,0,0,0,0.9574073409207973
100,128,1,100,0,2000,5,True,True,True,True,1,1.051758200000009,106.408250498,1,0,0.0,0,0,0,0,0,0.9507888790408209
101,128,1,101,0,2000,5,True,True,True,True,1,1.055966699999999,107.464217198,1,0,0.0,0,0,0,0,0,0.9469995597399056
102,128,1,102,0,2000,5,True,True,True,True,1,1.0350110999999913,108.499228298,1,0,0.0,0,0,0,0,0,0.9661732130215883
103,128,1,103,0,2000,5,True,True,True,True,1,1.0878873999999996,109.587115698,1,0,0.0,0,0,0,0,0,0.9192127788225145
104,128,1,104,0,2000,5,True,True,True,True,1,1.087533300000004,110.674648998,1,0,0.0,0,0,0,0,0,0.9195120737912084
105,128,1,105,0,2000,5,True,True,True,True,1,1.031131099999996,111.705780098,1,0,0.0,0,0,0,0,0,0.9698087857111514
106,128,1,106,0,2000,5,True,True,True,True,1,1.054014500000008,112.759794598,1,0,0.0,0,0,0,0,0,0.9487535513031294
107,128,1,107,0,2000,5,True,True,True,True,1,1.035344699999996,113.795139298,1,0,0.0,0,0,0,0,0,0.9658619008722447
108,128,1,108,0,2000,5,True,True,True,True,1,1.076527100000007,114.871666398,1,0,0.0,0,0,0,0,0,0.9289129832402673
109,128,1,109,0,2000,5,True,True,True,True,1,1.0761191999999935,115.947785598,1,0,0.0,0,0,0,0,0,0.9292650851318386
110,128,1,110,0,2000,5,True,True,True,True,1,1.0569315999999986,117.004717198,1,0,0.0,0,0,0,0,0,0.9461350195225512
111,128,1,111,0,2000,5,True,True,True,True,1,1.0352531999999997,118.039970398,1,0,0.0,0,0,0,0,0,0.9659472677795156
112,128,1,112,0,2000,5,True,True,True,True,1,1.1133376000000084,119.153307998,1,0,0.0,0,0,0,0,0,0.8982001506101945
113,128,1,113,0,2000,5,True,True,True,True,1,0.9783007999999996,120.131608798,1,0,0.0,0,0,0,0,0,1.0221804990857621
114,128,1,114,0,2000,5,True,True,True,True,1,1.0503156999999987,121.181924498,1,0,0.0,0,0,0,0,0,0.9520946892443873
115,128,1,115,0,2000,5,True,True,True,True,1,1.0506509999999878,122.232575498,1,0,0.0,0,0,0,0,0,0.951790842058887
116,128,1,116,0,2000,5,True,True,True,True,1,1.070350000000019,123.302925498,1,0,0.0,0,0,0,0,0,0.9342738356612157
117,128,1,117,0,2000,5,True,True,True,True,1,1.0462831999999764,124.34920869799998,1,0,0.0,0,0,0,0,0,0.955764175511967
118,128,1,118,0,2000,5,True,True,True,True,1,1.0773301000000115,125.426538798,1,0,0.0,0,0,0,0,0,0.9282206075927789
119,128,1,119,0,2000,5,True,True,True,True,1,2.861331699999994,128.287870498,1,0,0.0,0,0,0,0,0,0.3494876179507612
120,128,1,120,0,2000,5,True,True,True,True,1,1.0547368999999946,129.34260739799998,1,0,0.0,0,0,0,0,0,0.948103740373552
121,128,1,121,0,2000,5,True,True,True,True,1,1.0338677000000018,130.376475098,1,0,0.0,0,0,0,0,0,0.967241746695441
122,128,1,122,0,2000,5,True,True,True,True,1,1.084263600000014,131.460738698,1,0,0.0,0,0,0,0,0,0.9222849498959358
123,128,1,123,0,2000,5,True,True,True,True,1,1.0473486999999864,132.508087398,1,0,0.0,0,0,0,0,0,0.9547918472615787
124,128,1,124,0,2000,5,True,True,True,True,1,1.0662843000000066,133.574371698,1,0,0.0,0,0,0,0,0,0.9378361849649233
125,128,1,125,0,2000,5,True,True,True,True,1,1.0497469999999964,134.624118698,1,0,0.0,0,0,0,0,0,0.9526104861457126
126,128,1,126,0,2000,5,True,True,True,True,1,1.0557721000000129,135.679890798,1,0,0.0,0,0,0,0,0,0.9471741107763577
127,128,1,127,0,2000,5,True,True,True,True,1,1.0640234999999905,136.743914298,1,0,0.0,0,0,0,0,0,0.9398288665616962
128,129,1,128,0,2000,5,True,True,True,True,1,1.0939764999999966,137.837890798,1,0,0.0,0,0,0,0,1,0.9140964179760745
129,129,1,129,0,2000,5,True,True,True,True,1,1.0567001999999943,138.89459099799998,1,0,0.0,0,0,0,0,0,0.9463422075627557
130,129,1,130,0,2000,5,True,True,True,True,1,1.0437337000000184,139.938324698,1,0,0.0,0,0,0,0,0,0.9580987947404422
131,129,1,131,0,2000,5,True,True,True,True,1,1.0624159999999847,141.000740698,1,0,0.0,0,0,0,0,0,0.9412508847758453
132,129,1,132,0,2000,5,True,True,True,True,1,1.1107335000000091,142.111474198,1,0,0.0,0,0,0,0,0,0.9003059689835516
133,129,1,133,0,2000,5,True,True,True,True,1,1.0631515000000036,143.174625698,1,0,0.0,0,0,0,0,0,0.9405997169735419
134,129,1,134,0,2000,5,True,True,True,True,1,1.061224199999998,144.235849898,1,0,0.0,0,0,0,0,0,0.9423079496302496
135,129,1,135,0,2000,5,True,True,True,True,1,1.0923656999999878,145.328215598,1,0,0.0,0,0,0,0,0,0.9154443424944697
136,129,1,136,0,2000,5,True,True,True,True,1,1.0597527000000184,146.387968298,1,0,0.0,0,0,0,0,0,0.943616373895516
137,129,1,137,0,2000,5,True,True,True,True,1,1.0639271000000008,147.451895398,1,0,0.0,0,0,0,0,0,0.939914022304723
138,129,1,138,0,2000,5,True,True,True,True,1,1.053623999999985,148.505519398,1,0,0.0,0,0,0,0,0,0.9491051836328844
139,129,1,139,0,2000,5,True,True,True,True,1,1.0620461999999975,149.567565598,1,0,0.0,0,0,0,0,0,0.9415786243573984
140,129,1,140,0,2000,5,True,True,True,True,1,1.1146864000000107,150.682251998,1,0,0.0,0,0,0,0,0,0.8971133046926834
141,129,1,141,0,2000,5,True,True,True,True,1,1.0688907999999913,151.751142798,1,0,0.0,0,0,0,0,0,0.9355492628433215
142,129,1,142,0,2000,5,True,True,True,True,1,1.0601239000000078,152.811266698,1,0,0.0,0,0,0,0,0,0.9432859687438352
143,129,1,143,0,2000,5,True,True,True,True,1,1.0630509000000077,153.874317598,1,0,0.0,0,0,0,0,0,0.940688729015697
144,129,1,144,0,2000,5,True,True,True,True,1,1.0982751999999891,154.972592798,1,0,0.0,0,0,0,0,0,0.9105186022592606
145,129,1,145,0,2000,5,True,True,True,True,1,1.0480039999999915,156.020596798,1,0,0.0,0,0,0,0,0,0.9541948313174454
146,129,1,146,0,2000,5,True,True,True,True,1,1.0656495000000064,157.086246298,1,0,0.0,0,0,0,0,0,0.938394847461566
147,129,1,147,0,2000,5,True,True,True,True,1,1.059821400000004,158.146067698,1,0,0.0,0,0,0,0,0,0.9435552065659331
148,129,1,148,0,2000,5,True,True,True,True,1,1.0574479999999935,159.203515698,1,0,0.0,0,0,0,0,0,0.9456729787185811
149,129,1,149,0,2000,5,True,True,True,True,1,1.0648350000000164,160.268350698,1,0,0.0,0,0,0,0,0,0.9391126324735612
150,129,1,150,0,2000,5,True,True,True,True,1,1.0365386,161.304889298,1,0,0.0,0,0,0,0,0,0.9647494073062015
151,129,1,151,0,2000,5,True,True,True,True,1,1.1134879999999896,162.418377298,1,0,0.0,0,0,0,0,0,0.8980788297673701
152,129,1,152,0,2000,5,True,True,True,True,1,1.0759317000000124,163.494308998,1,0,0.0,0,0,0,0,0,0.9294270258976369
153,129,1,153,0,2000,5,True,True,True,True,1,1.0607727999999952,164.555081798,1,0,0.0,0,0,0,0,0,0.9427089382382396
154,129,1,154,0,2000,5,True,True,True,True,1,1.045755999999983,165.600837798,1,0,0.0,0,0,0,0,0,0.9562460076729334
155,129,1,155,0,2000,5,True,True,True,True,1,1.0691495000000089,166.669987298,1,0,0.0,0,0,0,0,0,0.935322889829712
156,129,1,156,0,2000,5,True,True,True,True,1,1.0645279000000016,167.734515198,1,0,0.0,0,0,0,0,0,0.9393835520891453
157,129,1,157,0,2000,5,True,True,True,True,1,1.0607914999999934,168.795306698,1,0,0.0,0,0,0,0,0,0.9426923198385415
158,129,1,158,0,2000,5,True,True,True,True,1,1.0496095999999966,169.844916298,1,0,0.0,0,0,0,0,0,0.9527351883976702
159,129,1,159,0,2000,5,True,True,True,True,1,1.0555180000000064,170.900434298,1,0,0.0,0,0,0,0,0,0.9474021286230968
160,129,1,160,0,2000,5,True,True,True,True,1,1.0293455000000051,171.929779798,1,0,0.0,0,0,0,0,0,0.9714911076990136
161,129,1,161,0,2000,5,True,True,True,True,1,1.0877417000000094,173.017521498,1,0,0.0,0,0,0,0,0,0.9193359048384294
162,129,1,162,0,2000,5,True,True,True,True,1,1.0454184999999825,174.062939998,1,0,0.0,0,0,0,0,0,0.9565547194736048
163,129,1,163,0,2000,5,True,True,True,True,1,1.0813038000000006,175.144243798,1,0,0.0,0,0,0,0,0,0.92480947537593
164,129,1,164,0,2000,5,True,True,True,True,1,1.0647308000000066,176.208974598,1,0,0.0,0,0,0,0,0,0.9392045388374167
165,129,1,165,0,2000,5,True,True,True,True,1,1.1305633000000057,177.339537898,1,0,0.0,0,0,0,0,0,0.8845148254856627
166,129,1,166,0,2000,5,True,True,True,True,1,1.016699999999986,178.356237898,1,0,0.0,0,0,0,0,0,0.9835743090390615
167,129,1,167,0,2000,5,True,True,True,True,1,1.060614700000002,179.416852598,1,0,0.0,0,0,0,0,0,0.9428494626748037
168,129,1,168,0,2000,5,True,True,True,True,1,1.0328599999999994,180.449712598,1,0,0.0,0,0,0,0,0,0.9681854268729553
169,129,1,169,0,2000,5,True,True,True,True,1,1.070074300000016,181.519786898,1,0,0.0,0,0,0,0,0,0.9345145472608632
170,129,1,170,0,2000,5,True,True,True,True,1,1.0490150999999912,182.568801998,1,0,0.0,0,0,0,0,0,0.9532751244476922
171,129,1,171,0,2000,5,True,True,True,True,1,1.131598800000006,183.700400798,1,0,0.0,0,0,0,0,0,0.8837054263401435
172,129,1,172,0,2000,5,True,True,True,True,1,1.073861800000003,184.774262598,1,0,0.0,0,0,0,0,0,0.9312185236498748
173,129,1,173,0,2000,5,True,True,True,True,1,1.0521870000000035,185.826449598,1,0,0.0,0,0,0,0,0,0.9504014020321451
174,129,1,174,0,2000,5,True,True,True,True,1,1.0688468999999827,186.895296498,1,0,0.0,0,0,0,0,0,0.9355876880028525
175,129,1,175,0,2000,5,True,True,True,True,1,1.0603566999999998,187.955653198,1,0,0.0,0,0,0,0,0,0.9430788714778717
176,129,1,176,0,2000,5,True,True,True,True,1,1.0383518000000151,188.994004998,1,0,0.0,0,0,0,0,0,0.9630647339369811
177,129,1,177,0,2000,5,True,True,True,True,1,1.0937524999999937,190.087757498,1,0,0.0,0,0,0,0,0,0.9142836244945779
178,129,1,178,0,2000,5,True,True,True,True,1,1.050244499999991,191.138001998,1,0,0.0,0,0,0,0,0,0.9521592353018832
179,129,1,179,0,2000,5,True,True,True,True,1,1.0361642000000018,192.174166198,1,0,0.0,0,0,0,0,0,0.9650980028068894
180,129,1,180,0,2000,5,True,True,True,True,1,1.1418678,193.316033998,1,0,0.0,0,0,0,0,0,0.8757581219121864
181,129,1,181,0,2000,5,True,True,True,True,1,1.06509539999999,194.381129398,1,0,0.0,0,0,0,0,0,0.9388830333883795
182,129,1,182,0,2000,5,True,True,True,True,1,1.0780195000000106,195.459148898,1,0,0.0,0,0,0,0,0,0.9276270048918319
183,129,1,183,0,2000,5,True,True,True,True,1,1.058774700000015,196.517923598,1,0,0.0,0,0,0,0,0,0.9444880010827477
184,129,1,184,0,2000,5,True,True,True,True,1,1.0593923999999788,197.577315998,1,0,0.0,0,0,0,0,0,0.9439372983986104
185,129,1,185,0,2000,5,True,True,True,True,1,1.0539215999999954,198.631237598,1,0,0.0,0,0,0,0,0,0.9488371810578742
186,129,1,186,0,2000,5,True,True,True,True,1,1.0608774000000096,199.692114998,1,0,0.0,0,0,0,0,0,0.9426159893687913
187,129,1,187,0,2000,5,True,True,True,True,1,1.05005460000001,200.742169598,1,0,0.0,0,0,0,0,0,0.9523314311465237
188,129,1,188,0,2000,5,True,True,True,True,1,1.0520659000000023,201.794235498,1,0,0.0,0,0,0,0,0,0.9505107997512302
189,129,1,189,0,2000,5,True,True,True,True,1,1.0598087999999848,202.854044298,1,0,0.0,0,0,0,0,0,0.9435664244343077
190,129,1,190,0,2000,5,True,True,True,True,1,1.0458988999999974,203.899943198,1,0,0.0,0,0,0,0,0,0.9561153568475906
191,129,1,191,0,2000,5,True,True,True,True,1,1.0812427000000184,204.981185898,1,0,0.0,0,0,0,0,0,0.9248617354826839
192,129,1,192,0,2000,5,True,True,True,True,1,1.0463815999999897,206.027567498,1,0,0.0,0,0,0,0,0,0.95567429702511
193,129,1,193,0,2000,5,True,True,True,True,1,1.0479429000000096,207.075510398,1,0,0.0,0,0,0,0,0,0.954250465364087
194,129,1,194,0,2000,5,True,True,True,True,1,1.064107899999982,208.139618298,1,0,0.0,0,0,0,0,0,0.9397543237861657
195,129,1,195,0,2000,5,True,True,True,True,1,1.03877940000001,209.178397698,1,0,0.0,0,0,0,0,0,0.9626683008923651
196,129,1,196,0,2000,5,True,True,True,True,1,1.0506192,210.229016898,1,0,0.0,0,0,0,0,0,0.95181965073549
197,129,1,197,0,2000,5,True,True,True,True,1,1.062907700000011,211.291924598,1,0,0.0,0,0,0,0,0,0.9408154630924113
198,129,1,198,0,2000,5,True,True,True,True,1,1.0416185999999923,212.333543198,1,0,0.0,0,0,0,0,0,0.9600443002841994
199,129,1,199,0,2000,5,True,True,True,True,1,1.0634805999999912,213.397023798,1,0,0.0,0,0,0,0,0,0.9403086431478
200,129,1,200,0,2000,5,True,True,True,True,1,1.0606604000000175,214.457684198,1,0,0.0,0,0,0,0,0,0.9428088387197104
201,129,1,201,0,2000,5,True,True,True,True,1,1.0377501999999763,215.495434398,1,0,0.0,0,0,0,0,0,0.9636230376057965
202,129,1,202,0,2000,5,True,True,True,True,1,1.0461746000000005,216.541608998,1,0,0.0,0,0,0,0,0,0.9558633902983302
203,129,1,203,0,2000,5,True,True,True,True,1,1.0589525000000035,217.600561498,1,0,0.0,0,0,0,0,0,0.944329419874826
204,129,1,204,0,2000,5,True,True,True,True,1,1.1081464000000096,218.708707898,1,0,0.0,0,0,0,0,0,0.9024078406968531
