index,Length,stNum,sqNum,attack,timeAllowedtoLive,numDatSetEntries,boolean_1,boolean_2,boolean_3,time_diff,time_from_start,sqNum_diff,stNum_diff,timestamp_diff,boolean_1_diff,boolean_2_diff,boolean_3_diff,Length_diff,freq
16,149,117,277,0,2000,3,True,True,True,1.0005228519439695,16.00142478942871,1,0,0.0,0,0,0,0,0.9994774212873263
17,149,117,278,0,2000,3,True,True,True,0.999587059020996,17.001011848449707,1,0,0.0,0,0,0,0,1.0004131115697001
18,149,117,279,0,2000,3,True,True,True,1.0000240802764893,18.001035928726196,1,0,0.0,0,0,0,0,0.9999759203033565
19,149,117,280,0,2000,3,True,True,True,1.000072002410889,19.001107931137085,1,0,0.0,0,0,0,0,0.999928002773085
20,149,117,281,0,2000,3,True,True,True,0.9999408721923828,20.001048803329468,1,0,0.0,0,0,0,0,1.0000591313039215
21,149,117,282,0,2000,3,True,True,True,1.0001251697540283,21.001173973083496,1,0,0.0,0,0,0,0,0.9998748459114781
22,149,117,283,0,2000,3,True,True,True,1.0002949237823486,22.001468896865845,1,0,0.0,0,0,0,0,0.9997051631720438
23,149,117,284,0,2000,3,True,True,True,1.0004990100860596,23.001967906951904,1,0,0.0,0,0,0,0,0.9995012388008093
24,149,117,285,0,2000,3,True,True,True,1.000006914138794,24.0019748210907,1,0,0.0,0,0,0,0,0.999993085909011
25,149,117,286,0,2000,3,True,True,True,1.0000200271606443,25.001994848251343,1,0,0.0,0,0,0,0,0.9999799732404349
26,149,117,287,0,2000,3,True,True,True,1.000396966934204,26.002391815185547,1,0,0.0,0,0,0,0,0.9996031905860124
27,149,117,288,0,2000,3,True,True,True,1.0000331401824951,27.00242495536804,1,0,0.0,0,0,0,0,0.9999668609157402
28,149,117,289,0,2000,3,True,True,True,0.999974012374878,28.00239896774292,1,0,0.0,0,0,0,0,1.0000259883004963
29,149,117,290,0,2000,3,True,True,True,1.0000669956207275,29.002465963363647,1,0,0.0,0,0,0,0,0.999933008867385
30,149,117,291,0,2000,3,True,True,True,1.0000050067901611,30.00247097015381,1,0,0.0,0,0,0,0,0.9999949932349067
31,149,117,292,0,2000,3,True,True,True,1.0003159046173096,31.00278687477112,1,0,0.0,0,0,0,0,0.9996841951469017
32,149,117,293,0,2000,3,True,True,True,1.0001609325408936,32.00294780731201,1,0,0.0,0,0,0,0,0.9998390933542218
33,149,117,294,0,2000,3,True,True,True,1.0000030994415283,33.00295090675354,1,0,0.0,0,0,0,0,0.9999969005680782
34,149,117,295,0,2000,3,True,True,True,1.0001230239868164,34.00307393074036,1,0,0.0,0,0,0,0,0.9998769911462232
35,147,118,0,0,12,3,True,True,True,0.2906360626220703,34.29370999336243,-295,1,292338099956.0,0,0,0,-2,3.440729243914764
36,147,118,1,0,12,3,True,True,True,0.0038609504699707,34.2975709438324,1,0,0.0,0,0,0,0,259.0035815734225
37,148,118,2,0,2000,3,True,True,True,0.0043659210205078,34.301936864852905,1,0,0.0,0,0,0,1,229.04674530362666
38,148,118,3,0,2000,3,True,True,True,0.0079269409179687,34.309863805770874,1,0,0.0,0,0,0,0,126.15206929740215
39,147,119,0,0,12,3,True,True,True,0.1837301254272461,34.49359393119812,-3,1,199699998.0,0,0,0,-1,5.442765565388908
40,147,119,1,0,12,3,True,True,True,0.0037829875946044,34.497376918792725,1,0,0.0,0,0,0,0,264.3413373668685
41,148,119,2,0,2000,3,True,True,True,0.0046839714050292,34.502060890197754,1,0,0.0,0,0,0,1,213.4940445892338
42,148,119,3,0,2000,3,True,True,True,0.0082759857177734,34.51033687591553,1,0,0.0,0,0,0,0,120.8315280018443
43,148,119,4,0,2000,3,True,True,True,0.9999940395355223,35.51033091545105,1,0,0.0,0,0,0,0,1.000005960500005
44,148,119,5,0,2000,3,True,True,True,1.0001270771026611,36.51045799255371,1,0,0.0,0,0,0,0,0.9998729390438771
45,148,119,6,0,2000,3,True,True,True,1.0002038478851318,37.51066184043884,1,0,0.0,0,0,0,0,0.9997961936603594
46,148,119,7,0,2000,3,True,True,True,1.0000231266021729,38.510684967041016,1,0,0.0,0,0,0,0,0.9999768739326546
47,148,119,8,0,2000,3,True,True,True,1.000046968460083,39.5107319355011,1,0,0.0,0,0,0,0,0.9999530337458497
48,148,119,9,0,2000,3,True,True,True,1.0003390312194824,40.51107096672058,1,0,0.0,0,0,0,0,0.9996610836837296
49,148,119,10,0,2000,3,True,True,True,0.999746799468994,41.510817766189575,1,0,0.0,0,0,0,0,1.0002532646577518
50,148,119,11,0,2000,3,True,True,True,1.000113010406494,42.51093077659607,1,0,0.0,0,0,0,0,0.9998870023634149
51,148,119,12,0,2000,3,True,True,True,1.000446081161499,43.51137685775757,1,0,0.0,0,0,0,0,0.9995541177381783
52,148,119,13,0,2000,3,True,True,True,1.0004620552062988,44.51183891296387,1,0,0.0,0,0,0,0,0.9995381581901139
53,148,119,14,0,2000,3,True,True,True,1.00016188621521,45.51200079917908,1,0,0.0,0,0,0,0,0.9998381399876948
54,148,119,15,0,2000,3,True,True,True,1.0000460147857666,46.51204681396485,1,0,0.0,0,0,0,0,0.9999539873314964
55,148,119,16,0,2000,3,True,True,True,1.000009059906006,47.51205587387085,1,0,0.0,0,0,0,0,0.999990940176075
56,148,119,17,0,2000,3,True,True,True,1.000324010848999,48.51237988471985,1,0,0.0,0,0,0,0,0.9996760941000267
57,148,119,18,0,2000,3,True,True,True,1.0001280307769775,49.512507915496826,1,0,0.0,0,0,0,0,0.9998719856128039
58,148,119,19,0,2000,3,True,True,True,0.9999430179595948,50.51245093345642,1,0,0.0,0,0,0,0,1.0000569852875432
59,148,119,20,0,2000,3,True,True,True,1.0001020431518557,51.51255297660828,1,0,0.0,0,0,0,0,0.9998979672598867
60,148,119,21,0,2000,3,True,True,True,1.000113010406494,52.51266598701477,1,0,0.0,0,0,0,0,0.9998870023634149
61,148,119,22,0,2000,3,True,True,True,0.999990940093994,53.512656927108765,1,0,0.0,0,0,0,0,1.0000090599880886
62,148,119,23,0,2000,3,True,True,True,1.0000178813934326,54.5126748085022,1,0,0.0,0,0,0,0,0.999982118926306
63,148,119,24,0,2000,3,True,True,True,1.000072956085205,55.5127477645874,1,0,0.0,0,0,0,0,0.999927049236997
64,148,119,25,0,2000,3,True,True,True,1.0006091594696045,56.51335692405701,1,0,0.0,0,0,0,0,0.9993912113797485
65,148,119,26,0,2000,3,True,True,True,0.999997854232788,57.5133547782898,1,0,0.0,0,0,0,0,1.0000021457718165
66,148,119,27,0,2000,3,True,True,True,1.0001261234283447,58.51348090171814,1,0,0.0,0,0,0,0,0.9998738924767684
67,148,119,28,0,2000,3,True,True,True,1.0000240802764893,59.51350498199463,1,0,0.0,0,0,0,0,0.9999759203033565
68,148,119,29,0,2000,3,True,True,True,1.0002508163452148,60.51375579833984,1,0,0.0,0,0,0,0,0.9997492465478496
69,148,119,30,0,2000,3,True,True,True,1.0001661777496338,61.51392197608948,1,0,0.0,0,0,0,0,0.9998338498608225
70,148,119,31,0,2000,3,True,True,True,1.000010967254639,62.51393294334412,1,0,0.0,0,0,0,0,0.9999890328656404
71,148,119,32,0,2000,3,True,True,True,1.0000219345092771,63.513954877853394,1,0,0.0,0,0,0,0,0.999978065971835
72,148,119,33,0,2000,3,True,True,True,1.000032901763916,64.51398777961731,1,0,0.0,0,0,0,0,0.9999670993185744
73,148,119,34,0,2000,3,True,True,True,1.000418186187744,65.51440596580505,1,0,0.0,0,0,0,0,0.999581988618842
74,148,119,35,0,2000,3,True,True,True,1.00003981590271,66.51444578170776,1,0,0.0,0,0,0,0,0.999960185682533
75,148,119,36,0,2000,3,True,True,True,1.000020980834961,67.51446676254272,1,0,0.0,0,0,0,0,0.9999790196052253
76,148,119,37,0,2000,3,True,True,True,1.0000510215759275,68.51451778411865,1,0,0.0,0,0,0,0,0.9999489810271409
77,148,119,38,0,2000,3,True,True,True,1.0001091957092283,69.51462697982788,1,0,0.0,0,0,0,0,0.9998908162131728
78,148,119,39,0,2000,3,True,True,True,0.999985933303833,70.51461291313171,1,0,0.0,0,0,0,0,1.0000140668940418
79,148,119,40,0,2000,3,True,True,True,1.0000629425048828,71.5146758556366,1,0,0.0,0,0,0,0,0.9999370614566268
80,148,119,41,0,2000,3,True,True,True,1.000014066696167,72.51468992233276,1,0,0.0,0,0,0,0,0.9999859335017022
81,148,119,42,0,2000,3,True,True,True,1.0006520748138428,73.5153419971466,1,0,0.0,0,0,0,0,0.9993483501106375
82,148,119,43,0,2000,3,True,True,True,1.0001509189605713,74.51549291610718,1,0,0.0,0,0,0,0,0.9998491038125245
83,148,119,44,0,2000,3,True,True,True,1.0007879734039309,75.51628088951111,1,0,0.0,0,0,0,0,0.9992126470092852
84,148,119,45,0,2000,3,True,True,True,1.000093936920166,76.51637482643127,1,0,0.0,0,0,0,0,0.9999060719031502
85,148,119,46,0,2000,3,True,True,True,1.0000619888305664,77.51643681526184,1,0,0.0,0,0,0,0,0.9999380150118106
86,148,119,47,0,2000,3,True,True,True,0.9999849796295166,78.51642179489136,1,0,0.0,0,0,0,0,1.0000150205960983
87,148,119,48,0,2000,3,True,True,True,1.0000340938568115,79.51645588874817,1,0,0.0,0,0,0,0,0.9999659073055399
88,148,119,49,0,2000,3,True,True,True,1.0001180171966553,80.51657390594482,1,0,0.0,0,0,0,0,0.9998819967297599
89,148,119,50,0,2000,3,True,True,True,1.0008668899536133,81.51744079589844,1,0,0.0,0,0,0,0,0.9991338608936764
90,148,119,51,0,2000,3,True,True,True,1.000014066696167,82.5174548625946,1,0,0.0,0,0,0,0,0.9999859335017022
91,148,119,52,0,2000,3,True,True,True,1.000828981399536,83.51828384399414,1,0,0.0,0,0,0,0,0.9991717052414123
92,148,119,53,0,2000,3,True,True,True,1.0000219345092771,84.51830577850342,1,0,0.0,0,0,0,0,0.999978065971835
93,148,119,54,0,2000,3,True,True,True,1.0000100135803225,85.51831579208374,1,0,0.0,0,0,0,0,0.9999899865199483
94,148,119,55,0,2000,3,True,True,True,1.0003612041473389,86.51867699623108,1,0,0.0,0,0,0,0,0.9996389262739884
95,148,119,56,0,2000,3,True,True,True,1.0000407695770264,87.5187177658081,1,0,0.0,0,0,0,0,0.9999592320850643
96,148,119,57,0,2000,3,True,True,True,0.9999380111694336,88.51865577697754,1,0,0.0,0,0,0,0,1.0000619926734198
97,148,119,58,0,2000,3,True,True,True,1.0000061988830566,89.5186619758606,1,0,0.0,0,0,0,0,0.9999938011553693
98,148,119,59,0,2000,3,True,True,True,1.0000488758087158,90.51871085166933,1,0,0.0,0,0,0,0,0.9999511265800121
99,148,119,60,0,2000,3,True,True,True,1.0004770755767822,91.5191879272461,1,0,0.0,0,0,0,0,0.9995231519157926
100,148,119,61,0,2000,3,True,True,True,1.0000250339508057,92.5192129611969,1,0,0.0,0,0,0,0,0.9999749666758774
101,148,119,62,0,2000,3,True,True,True,1.000236988067627,93.51944994926453,1,0,0.0,0,0,0,0,0.9997630680824103
102,148,119,63,0,2000,3,True,True,True,0.999990940093994,94.51944088935852,1,0,0.0,0,0,0,0,1.0000090599880886
103,148,119,64,0,2000,3,True,True,True,1.0000910758972168,95.51953196525574,1,0,0.0,0,0,0,0,0.9999089323968469
104,148,119,65,0,2000,3,True,True,True,1.0000078678131104,96.51953983306883,1,0,0.0,0,0,0,0,0.9999921322487917
105,148,119,66,0,2000,3,True,True,True,1.0000181198120115,97.51955795288086,1,0,0.0,0,0,0,0,0.9999818805163101
106,148,119,67,0,2000,3,True,True,True,1.000032901763916,98.51959085464478,1,0,0.0,0,0,0,0,0.9999670993185744
107,148,119,68,0,2000,3,True,True,True,1.000009059906006,99.51959991455078,1,0,0.0,0,0,0,0,0.999990940176075
108,148,119,69,0,2000,3,True,True,True,1.0002169609069824,100.51981687545776,1,0,0.0,0,0,0,0,0.9997830861548421
109,148,119,70,0,2000,3,True,True,True,1.000014066696167,101.51983094215392,1,0,0.0,0,0,0,0,0.9999859335017022
110,148,119,71,0,2000,3,True,True,True,1.0000200271606443,102.51985096931458,1,0,0.0,0,0,0,0,0.9999799732404349
111,148,119,72,0,2000,3,True,True,True,1.0000128746032717,103.51986384391785,1,0,0.0,0,0,0,0,0.9999871255624816
112,148,119,73,0,2000,3,True,True,True,1.0000331401824951,104.51989698410034,1,0,0.0,0,0,0,0,0.9999668609157402
113,148,119,74,0,2000,3,True,True,True,1.0003728866577148,105.52026987075806,1,0,0.0,0,0,0,0,0.9996272523349161
114,148,119,75,0,2000,3,True,True,True,1.0000150203704834,106.52028489112854,1,0,0.0,0,0,0,0,0.9999849798551247
115,148,119,76,0,2000,3,True,True,True,1.000093936920166,107.5203788280487,1,0,0.0,0,0,0,0,0.9999060719031502
116,148,119,77,0,2000,3,True,True,True,1.0000629425048828,108.5204417705536,1,0,0.0,0,0,0,0,0.9999370614566268
117,148,119,78,0,2000,3,True,True,True,1.0000081062316897,109.52044987678528,1,0,0.0,0,0,0,0,0.9999918938340208
118,148,119,79,0,2000,3,True,True,True,1.0004150867462158,110.5208649635315,1,0,0.0,0,0,0,0,0.9995850854793026
119,148,119,80,0,2000,3,True,True,True,0.9999849796295166,111.520849943161,1,0,0.0,0,0,0,0,1.0000150205960983
120,148,119,81,0,2000,3,True,True,True,0.9999370574951172,112.52078700065611,1,0,0.0,0,0,0,0,1.000062946466891
121,148,119,82,0,2000,3,True,True,True,1.000140905380249,113.52092790603638,1,0,0.0,0,0,0,0,0.99985911447128
122,148,119,83,0,2000,3,True,True,True,0.9999759197235109,114.52090382575987,1,0,0.0,0,0,0,0,1.0000240808563627
123,148,119,84,0,2000,3,True,True,True,1.0004169940948486,115.52132081985474,1,0,0.0,0,0,0,0,0.9995831797167481
124,148,119,85,0,2000,3,True,True,True,0.999932050704956,116.52125287055968,1,0,0.0,0,0,0,0,1.0000679539124644
125,148,119,86,0,2000,3,True,True,True,1.0000989437103271,117.52135181427002,1,0,0.0,0,0,0,0,0.9999010660785621
126,148,119,87,0,2000,3,True,True,True,1.0002470016479492,118.52159881591795,1,0,0.0,0,0,0,0,0.999753059346799
127,148,119,88,0,2000,3,True,True,True,0.9999780654907228,119.52157688140868,1,0,0.0,0,0,0,0,1.0000219349904105
128,148,119,89,0,2000,3,True,True,True,1.0000150203704834,120.52159190177916,1,0,0.0,0,0,0,0,0.9999849798551247
129,148,119,90,0,2000,3,True,True,True,1.000014066696167,121.52160596847534,1,0,0.0,0,0,0,0,0.9999859335017022
130,148,119,91,0,2000,3,True,True,True,1.0004420280456543,122.522047996521,1,0,0.0,0,0,0,0,0.9995581672568097
131,148,119,92,0,2000,3,True,True,True,0.9996998310089112,123.52174782752992,1,0,0.0,0,0,0,0,1.0003002591195658
132,148,119,93,0,2000,3,True,True,True,1.0000240802764893,124.5217719078064,1,0,0.0,0,0,0,0,0.9999759203033565
133,148,119,94,0,2000,3,True,True,True,0.9999799728393556,125.52175188064577,1,0,0.0,0,0,0,0,1.0000200275617397
134,148,119,95,0,2000,3,True,True,True,1.0000600814819336,126.52181196212769,1,0,0.0,0,0,0,0,0.999939922127634
135,148,119,96,0,2000,3,True,True,True,1.000180959701538,127.52199292182922,1,0,0.0,0,0,0,0,0.9998190730389508
136,148,119,97,0,2000,3,True,True,True,0.9999690055847168,128.52196192741394,1,0,0.0,0,0,0,0,1.0000309953759667
137,148,119,98,0,2000,3,True,True,True,1.0000360012054443,129.52199792861938,1,0,0.0,0,0,0,0,0.9999640000905958
138,148,119,99,0,2000,3,True,True,True,0.9999258518218994,130.52192378044128,1,0,0.0,0,0,0,0,1.0000741536764606
139,148,119,100,0,2000,3,True,True,True,1.000141143798828,131.5220649242401,1,0,0.0,0,0,0,0,0.9998588761199326
140,148,119,101,0,2000,3,True,True,True,1.000006914138794,132.5220718383789,1,0,0.0,0,0,0,0,0.999993085909011
141,148,119,102,0,2000,3,True,True,True,1.0003931522369385,133.52246499061584,1,0,0.0,0,0,0,0,0.9996070022709977
142,148,119,103,0,2000,3,True,True,True,1.0000147819519043,134.52247977256775,1,0,0.0,0,0,0,0,0.9999852182665986
143,148,119,104,0,2000,3,True,True,True,1.000017166137695,135.52249693870544,1,0,0.0,0,0,0,0,0.9999828341569761
144,148,119,105,0,2000,3,True,True,True,1.000337839126587,136.52283477783203,1,0,0.0,0,0,0,0,0.9996622749701422
145,148,119,106,0,2000,3,True,True,True,0.9998331069946288,137.52266788482666,1,0,0.0,0,0,0,0,1.0001669208632957
146,148,119,107,0,2000,3,True,True,True,0.9999539852142334,138.5226218700409,1,0,0.0,0,0,0,0,1.0000460169032246
147,148,119,108,0,2000,3,True,True,True,1.0000879764556885,139.52270984649658,1,0,0.0,0,0,0,0,0.9999120312834874
148,148,119,109,0,2000,3,True,True,True,1.0000529289245603,140.52276277542114,1,0,0.0,0,0,0,0,0.9999470738767624
149,148,119,110,0,2000,3,True,True,True,0.9999990463256836,141.52276182174683,1,0,0.0,0,0,0,0,1.000000953675226
150,148,119,111,0,2000,3,True,True,True,1.000041961669922,142.52280378341675,1,0,0.0,0,0,0,0,0.9999580400907858
151,148,119,112,0,2000,3,True,True,True,1.0000569820404053,143.52286076545715,1,0,0.0,0,0,0,0,0.9999430212063627
152,148,119,113,0,2000,3,True,True,True,1.0005791187286377,144.5234398841858,1,0,0.0,0,0,0,0,0.9994212164557527
153,148,119,114,0,2000,3,True,True,True,1.0002849102020264,145.52372479438782,1,0,0.0,0,0,0,0,0.9997151709486762
154,148,119,115,0,2000,3,True,True,True,1.000019073486328,146.52374386787417,1,0,0.0,0,0,0,0,0.9999809268774631
155,148,119,116,0,2000,3,True,True,True,1.0,147.52374386787417,1,0,0.0,0,0,0,0,1.0
156,148,119,117,0,2000,3,True,True,True,1.000082015991211,148.52382588386536,1,0,0.0,0,0,0,0,0.9999179907348602
157,148,119,118,0,2000,3,True,True,True,1.0001299381256104,149.52395582199097,1,0,0.0,0,0,0,0,0.9998700787561126
158,148,119,119,0,2000,3,True,True,True,1.0000309944152832,150.52398681640625,1,0,0.0,0,0,0,0,0.9999690065453408
159,148,119,120,0,2000,3,True,True,True,1.0000271797180176,151.52401399612427,1,0,0.0,0,0,0,0,0.9999728210206994
160,148,119,121,0,2000,3,True,True,True,1.000067949295044,152.5240819454193,1,0,0.0,0,0,0,0,0.999932055321749
161,148,119,122,0,2000,3,True,True,True,1.0000410079956057,153.52412295341492,1,0,0.0,0,0,0,0,0.9999589936859811
162,148,119,123,0,2000,3,True,True,True,1.0001399517059326,154.52426290512085,1,0,0.0,0,0,0,0,0.9998600678778066
163,148,119,124,0,2000,3,True,True,True,1.0002169609069824,155.52447986602783,1,0,0.0,0,0,0,0,0.9997830861548421
164,148,119,125,0,2000,3,True,True,True,1.000014066696167,156.524493932724,1,0,0.0,0,0,0,0,0.9999859335017022
165,148,119,126,0,2000,3,True,True,True,1.0000150203704834,157.52450895309448,1,0,0.0,0,0,0,0,0.9999849798551247
166,148,119,127,0,2000,3,True,True,True,1.0000970363616943,158.52460598945618,1,0,0.0,0,0,0,0,0.9999029730534476
167,149,119,128,0,2000,3,True,True,True,1.0002789497375488,159.52488493919373,1,0,0.0,0,0,0,1,0.9997211280537074
168,149,119,129,0,2000,3,True,True,True,0.9996850490570068,160.52456998825073,1,0,0.0,0,0,0,0,1.0003150501683409
169,149,119,130,0,2000,3,True,True,True,1.000086784362793,161.52465677261353,1,0,0.0,0,0,0,0,0.9999132231680791
170,149,119,131,0,2000,3,True,True,True,1.0000450611114502,162.52470183372498,1,0,0.0,0,0,0,0,0.9999549409189621
171,149,119,132,0,2000,3,True,True,True,0.999985933303833,163.5246877670288,1,0,0.0,0,0,0,0,1.0000140668940418
172,149,119,133,0,2000,3,True,True,True,1.0001420974731443,164.52482986450195,1,0,0.0,0,0,0,0,0.9998579227156787
173,149,119,134,0,2000,3,True,True,True,1.000011920928955,165.5248417854309,1,0,0.0,0,0,0,0,0.9999880792131518
174,149,119,135,0,2000,3,True,True,True,1.0000181198120115,166.52485990524292,1,0,0.0,0,0,0,0,0.9999818805163101
175,149,119,136,0,2000,3,True,True,True,1.0000929832458496,167.52495288848877,1,0,0.0,0,0,0,0,0.9999070253992306
176,149,119,137,0,2000,3,True,True,True,1.0000309944152832,168.52498388290405,1,0,0.0,0,0,0,0,0.9999690065453408
177,149,119,138,0,2000,3,True,True,True,1.000566005706787,169.52554988861084,1,0,0.0,0,0,0,0,0.9994343144744486
178,149,119,139,0,2000,3,True,True,True,1.0008759498596191,170.52642583847046,1,0,0.0,0,0,0,0,0.9991248167570197
179,149,119,140,0,2000,3,True,True,True,1.0002191066741943,171.52664494514465,1,0,0.0,0,0,0,0,0.9997809413230239
180,149,119,141,0,2000,3,True,True,True,1.000010967254639,172.5266559123993,1,0,0.0,0,0,0,0,0.9999890328656404
181,149,119,142,0,2000,3,True,True,True,1.000019073486328,173.52667498588562,1,0,0.0,0,0,0,0,0.9999809268774631
182,149,119,143,0,2000,3,True,True,True,1.000013828277588,174.5266888141632,1,0,0.0,0,0,0,0,0.9999861719136307
183,149,119,144,0,2000,3,True,True,True,1.000051975250244,175.52674078941345,1,0,0.0,0,0,0,0,0.9999480274510423
184,149,119,145,0,2000,3,True,True,True,0.9999840259552002,176.52672481536865,1,0,0.0,0,0,0,0,1.000015974299974
185,149,119,146,0,2000,3,True,True,True,1.000223159790039,177.5269479751587,1,0,0.0,0,0,0,0,0.9997768899991419
186,149,119,147,0,2000,3,True,True,True,1.0000088214874268,178.52695679664612,1,0,0.0,0,0,0,0,0.9999911785903912
187,149,119,148,0,2000,3,True,True,True,1.0005161762237549,179.52747297286987,1,0,0.0,0,0,0,0,0.9994840900766812
188,149,119,149,0,2000,3,True,True,True,0.999997854232788,180.52747082710263,1,0,0.0,0,0,0,0,1.0000021457718165
189,149,119,150,0,2000,3,True,True,True,1.0002920627593994,181.5277628898621,1,0,0.0,0,0,0,0,0.9997080225163502
190,149,119,151,0,2000,3,True,True,True,0.9998540878295898,182.52761697769165,1,0,0.0,0,0,0,0,1.0001459334638787
191,149,119,152,0,2000,3,True,True,True,1.0000078678131104,183.5276248455048,1,0,0.0,0,0,0,0,0.9999921322487917
192,149,119,153,0,2000,3,True,True,True,0.9999511241912842,184.52757596969604,1,0,0.0,0,0,0,0,1.0000488781976773
193,149,119,154,0,2000,3,True,True,True,1.0000169277191162,185.5275928974152,1,0,0.0,0,0,0,0,0.9999830725674266
194,149,119,155,0,2000,3,True,True,True,1.0000200271606443,186.5276129245758,1,0,0.0,0,0,0,0,0.9999799732404349
195,149,119,156,0,2000,3,True,True,True,1.0003759860992432,187.52798891067505,1,0,0.0,0,0,0,0,0.9996241552131722
196,149,119,157,0,2000,3,True,True,True,0.9999949932098388,188.5279839038849,1,0,0.0,0,0,0,0,1.0000050068152293
197,149,119,158,0,2000,3,True,True,True,1.0000159740447998,189.5279998779297,1,0,0.0,0,0,0,0,0.9999840262103662
198,149,119,159,0,2000,3,True,True,True,1.000010967254639,190.52801084518435,1,0,0.0,0,0,0,0,0.9999890328656404
199,147,120,0,0,12,3,True,True,True,0.9676940441131592,191.49570488929749,-159,1,157001300037.0,0,0,0,-2,1.033384473205524
200,147,120,1,0,12,3,True,True,True,0.0041558742523193,191.4998607635498,1,0,0.0,0,0,0,0,240.62325741495243
201,148,120,2,0,2000,3,True,True,True,0.0046010017395019,191.5044617652893,1,0,0.0,0,0,0,1,217.34397346875573
202,148,120,3,0,2000,3,True,True,True,0.0082712173461914,191.5127329826355,1,0,0.0,0,0,0,0,120.90118759368164
203,147,121,0,0,12,3,True,True,True,0.182952880859375,191.69568586349487,-3,1,199999988.0,0,0,0,-1,5.465888240200167
204,147,121,1,0,12,3,True,True,True,0.0038409233093261,191.6995267868042,1,0,0.0,0,0,0,0,260.3540657976461
205,148,121,2,0,2000,3,True,True,True,0.0039980411529541,191.70352482795715,1,0,0.0,0,0,0,1,250.12248792414584
206,148,121,3,0,2000,3,True,True,True,0.0084550380706787,191.71197986602783,1,0,0.0,0,0,0,0,118.27267856639328
207,148,121,4,0,2000,3,True,True,True,1.0000479221343994,192.71202778816223,1,0,0.0,0,0,0,0,0.9999520801620215
208,148,121,5,0,2000,3,True,True,True,1.0000641345977783,193.71209192276,1,0,0.0,0,0,0,0,0.9999358695152045
209,148,121,6,0,2000,3,True,True,True,0.9999630451202391,194.71205496788025,1,0,0.0,0,0,0,0,1.0000369562454745
210,148,121,7,0,2000,3,True,True,True,1.0003008842468262,195.71235585212708,1,0,0.0,0,0,0,0,0.9996992062572726
211,148,121,8,0,2000,3,True,True,True,1.0005040168762207,196.7128598690033,1,0,0.0,0,0,0,0,0.9994962370288184
212,148,121,9,0,2000,3,True,True,True,1.0000169277191162,197.7128767967224,1,0,0.0,0,0,0,0,0.9999830725674266
213,148,121,10,0,2000,3,True,True,True,1.0000150203704834,198.7128918170929,1,0,0.0,0,0,0,0,0.9999849798551247
214,148,121,11,0,2000,3,True,True,True,1.0002140998840332,199.71310591697693,1,0,0.0,0,0,0,0,0.9997859459449152
215,148,121,12,0,2000,3,True,True,True,1.000010967254639,200.7131168842316,1,0,0.0,0,0,0,0,0.9999890328656404
216,148,121,13,0,2000,3,True,True,True,1.0006539821624756,201.71377086639404,1,0,0.0,0,0,0,0,0.9993464452506726
217,148,121,14,0,2000,3,True,True,True,1.000131130218506,202.71390199661252,1,0,0.0,0,0,0,0,0.9998688869743736
218,148,121,15,0,2000,3,True,True,True,1.0008399486541748,203.71474194526672,1,0,0.0,0,0,0,0,0.9991607562674688
219,148,121,16,0,2000,3,True,True,True,1.0004220008850098,204.71516394615173,1,0,0.0,0,0,0,0,0.9995781771246169
